full_text,Case Folding,cleaning,Tokenize,Negation_Handling,Negation_Changes,text_clean,translated_text,subjektivitas,polaritas,sentimen,sentiment
Biar anak ABAH Bahagia sementara menunggu pelantikan presiden dan wakil presiden terpilih Republik Indonesia Prabowo Gibran,biar anak abah bahagia sementara menunggu pelantikan presiden dan wakil presiden terpilih republik indonesia prabowo gibran,biar anak abah bahagia sementara menunggu pelantikan presiden dan wakil presiden terpilih republik indonesia prabowo gibran,"['biar', 'anak', 'abah', 'bahagia', 'sementara', 'menunggu', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'republik', 'indonesia', 'prabowo', 'gibran']","['biar', 'anak', 'abah', 'bahagia', 'sementara', 'menunggu', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'republik', 'indonesia', 'prabowo', 'gibran']",,biar anak abah bahagia sementara menunggu pelantikan presiden dan wakil presiden terpilih republik indonesia prabowo gibran,"Let your children be happy while waiting for the inauguration of the elected President and Vice President of the Republic of Indonesia, Prabowo Gibran",1.0,0.8,positif,1
 @SayaSantai @ullinuha123 @ZulkifliLubis69 @KPU_ID @prabowo Haha pasti dong selama menunggu pelantikan presiden Prabowo pasti sambil bahagia dong soalnya menang telak, @sayasantai @ullinuha123 @zulkiflilubis69 @kpu_id @prabowo haha pasti dong selama menunggu pelantikan presiden prabowo pasti sambil bahagia dong soalnya menang telak,haha pasti dong selama menunggu pelantikan presiden prabowo pasti sambil bahagia dong soalnya menang telak,"['haha', 'pasti', 'dong', 'selama', 'menunggu', 'pelantikan', 'presiden', 'prabowo', 'pasti', 'sambil', 'bahagia', 'dong', 'soalnya', 'menang', 'telak']","['haha', 'pasti', 'dong', 'selama', 'menunggu', 'pelantikan', 'presiden', 'prabowo', 'pasti', 'sambil', 'bahagia', 'dong', 'soalnya', 'menang', 'telak']",,haha pasti dong selama menunggu pelantikan presiden prabowo pasti sambil bahagia dong soalnya menang telak,"haha, of course while waiting for President Prabowo's inauguration, he will definitely be happy because he won by a landslide",0.65,0.5,positif,1
@wahyudiade507 @aniesbaswedan @mrtjakarta Amin semoga sehat biar bisa melihat pelantikan pak presiden prabowo di televisi. Kalo soal hasil insyaallah itu udah sesuai dan jarak nya cukup sangat jauh dan mustahil. Karena 24% mau dikali 2 juga ga bakal menang lawan 58% dgn selisih 50juta-an suara. ,@wahyudiade507 @aniesbaswedan @mrtjakarta amin semoga sehat biar bisa melihat pelantikan pak presiden prabowo di televisi. kalo soal hasil insyaallah itu udah sesuai dan jarak nya cukup sangat jauh dan mustahil. karena 24% mau dikali 2 juga ga bakal menang lawan 58% dgn selisih 50juta-an suara. ,amin semoga sehat biar bisa melihat pelantikan pak presiden prabowo di televisi kalo soal hasil insyaallah itu udah sesuai dan jarak nya cukup sangat jauh dan mustahil karena mau dikali juga ga bakal menang lawan dgn selisih juta an suara,"['amin', 'semoga', 'sehat', 'biar', 'bisa', 'melihat', 'pelantikan', 'pak', 'presiden', 'prabowo', 'di', 'televisi', 'kalo', 'soal', 'hasil', 'insyaallah', 'itu', 'udah', 'sesuai', 'dan', 'jarak', 'nya', 'cukup', 'sangat', 'jauh', 'dan', 'mustahil', 'karena', 'mau', 'dikali', 'juga', 'ga', 'bakal', 'menang', 'lawan', 'dgn', 'selisih', 'juta', 'an', 'suara']","['amin', 'semoga', 'sehat', 'biar', 'bisa', 'melihat', 'pelantikan', 'pak', 'presiden', 'prabowo', 'di', 'televisi', 'kalo', 'soal', 'hasil', 'insyaallah', 'itu', 'udah', 'sesuai', 'dan', 'jarak', 'nya', 'cukup', 'sangat', 'jauh', 'dan', 'mustahil', 'karena', 'mau', 'dikali', 'juga', 'ga_bakal', 'menang', 'lawan', 'dgn', 'selisih', 'juta', 'an', 'suara']","[(['ga', 'bakal'], 'ga_bakal'), (['bakal', 'menang'], 'menang'), (['menang', 'lawan'], 'lawan'), (['lawan', 'dgn'], 'dgn'), (['dgn', 'selisih'], 'selisih'), (['selisih', 'juta'], 'juta'), (['juta', 'an'], 'an'), (['an', 'suara'], 'suara')]",amin semoga sehat biar bisa melihat pelantikan pak presiden prabowo di televisi kalo soal hasil insyaallah itu udah sesuai dan jarak nya cukup sangat jauh dan mustahil karena mau dikali juga ga_bakal menang lawan dgn selisih juta an suara,"Amen, I hope you are healthy so you can see the inauguration of President Prabowo on television. If the results, God willing, are correct and the distance is quite far and impossible because if you try it twice you won't win your opponent by a difference of millions of votes.",0.73,0.19666666666666668,positif,1
  @abuyahany @prabowo @jokowi @gibran_tweet @officialMKRI  urusan presiden mendatang dg koalisinya! Kalau ada jkw malah kesalahan besar dan kaum BOTOL macam kau  akan nyinyir lagi!,  @abuyahany @prabowo @jokowi @gibran_tweet @officialmkri  urusan presiden mendatang dg koalisinya! kalau ada jkw malah kesalahan besar dan kaum botol macam kau  akan nyinyir lagi!,urusan presiden mendatang dg koalisinya! kalau ada jkw malah kesalahan besar dan kaum botol macam kau akan nyinyir lagi!,"['urusan', 'presiden', 'mendatang', 'dg', 'koalisinya', '!', 'kalau', 'ada', 'jkw', 'malah', 'kesalahan', 'besar', 'dan', 'kaum', 'botol', 'macam', 'kau', 'akan', 'nyinyir', 'lagi', '!']","['urusan', 'presiden', 'mendatang', 'dg', 'koalisinya', '!', 'kalau', 'ada', 'jkw', 'malah', 'kesalahan', 'besar', 'dan', 'kaum', 'botol', 'macam', 'kau', 'akan', 'nyinyir', 'lagi', '!']",,urusan presiden mendatang dg koalisinya ! kalau ada jkw malah kesalahan besar dan kaum botol macam kau akan nyinyir lagi !,"The future president's business with his coalition! If there is a JKW, it will be a big mistake and bottlenecks like you will complain again!",0.1125,0.0,netral,2
 @AdjieSanPutro @Homo_sapiens21 @SeruniPuspaAlam @AremaNita__ @WidyoLita Semua usaha turunkan Jokowi dan usaha menghalangi jalan Prabowo+Gibran menuju hari pelantikan Presiden/Wapres Okt 2024., @adjiesanputro @homo_sapiens21 @serunipuspaalam @aremanita__ @widyolita semua usaha turunkan jokowi dan usaha menghalangi jalan prabowo+gibran menuju hari pelantikan presiden/wapres okt 2024.,semua usaha turunkan jokowi dan usaha menghalangi jalan prabowo gibran menuju hari pelantikan presiden wapres okt,"['semua', 'usaha', 'turunkan', 'jokowi', 'dan', 'usaha', 'menghalangi', 'jalan', 'prabowo', 'gibran', 'menuju', 'hari', 'pelantikan', 'presiden', 'wapres', 'okt']","['semua', 'usaha', 'turunkan', 'jokowi', 'dan', 'usaha', 'menghalangi', 'jalan', 'prabowo', 'gibran', 'menuju', 'hari', 'pelantikan', 'presiden', 'wapres', 'okt']",,semua usaha turunkan jokowi dan usaha menghalangi jalan prabowo gibran menuju hari pelantikan presiden wapres okt,"all efforts to remove Jokowi and efforts to block Prabowo Gibran's path to the presidential inauguration day, vice president, October",0.0,0.0,netral,2
 Belum lah seratus hari setelah pelantikan presiden  prabowo akan beraksi menyingkirkan orang2 jokowi &amp; mengkerdilkan peran wapres seperti era soeharto itulah politik, belum lah seratus hari setelah pelantikan presiden  prabowo akan beraksi menyingkirkan orang2 jokowi &amp; mengkerdilkan peran wapres seperti era soeharto itulah politik,belum lah seratus hari setelah pelantikan presiden prabowo akan beraksi menyingkirkan orang jokowi amp mengkerdilkan peran wapres seperti era soeharto itulah politik,"['belum', 'lah', 'seratus', 'hari', 'setelah', 'pelantikan', 'presiden', 'prabowo', 'akan', 'beraksi', 'menyingkirkan', 'orang', 'jokowi', 'amp', 'mengkerdilkan', 'peran', 'wapres', 'seperti', 'era', 'soeharto', 'itulah', 'politik']","['belum', 'lah', 'seratus', 'hari', 'setelah', 'pelantikan', 'presiden', 'prabowo', 'akan', 'beraksi', 'menyingkirkan', 'orang', 'jokowi', 'amp', 'mengkerdilkan', 'peran', 'wapres', 'seperti', 'era', 'soeharto', 'itulah', 'politik']",,belum lah seratus hari setelah pelantikan presiden prabowo akan beraksi menyingkirkan orang jokowi amp mengkerdilkan peran wapres seperti era soeharto itulah politik,Not even a hundred days after the inauguration of President Prabowo will take action to get rid of Jokowi's people & dwarf the role of the Vice President like in the Soeharto era that's politics,0.1,0.1,positif,1
 @prabowo @gibran_tweet Mari kita bersama sama mengawal @prabowo dan @gibran_tweet sampai pelantikan Presiden dan wakil Presiden RI. , @prabowo @gibran_tweet mari kita bersama sama mengawal @prabowo dan @gibran_tweet sampai pelantikan presiden dan wakil presiden ri. ,mari kita bersama sama mengawal dan sampai pelantikan presiden dan wakil presiden ri,"['mari', 'kita', 'bersama', 'sama', 'mengawal', 'dan', 'sampai', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'ri']","['mari', 'kita', 'bersama', 'sama', 'mengawal', 'dan', 'sampai', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'ri']",,mari kita bersama sama mengawal dan sampai pelantikan presiden dan wakil presiden ri,Let's together guard and achieve the inauguration of the President and Vice President of the Republic of Indonesia,0.0,0.0,netral,2
 Semoga Sehat Terus Massss....... sehat  Jadi nanti bisa menghadiri Pelantikan Prabowo sebagai Presiden  Semangat... semangat... , semoga sehat terus massss....... sehat  jadi nanti bisa menghadiri pelantikan prabowo sebagai presiden  semangat... semangat... ,semoga sehat terus mas sehat jadi nanti bisa menghadiri pelantikan prabowo sebagai presiden semangat semangat,"['semoga', 'sehat', 'terus', 'mas', 'sehat', 'jadi', 'nanti', 'bisa', 'menghadiri', 'pelantikan', 'prabowo', 'sebagai', 'presiden', 'semangat', 'semangat']","['semoga', 'sehat', 'terus', 'mas', 'sehat', 'jadi', 'nanti', 'bisa', 'menghadiri', 'pelantikan', 'prabowo', 'sebagai', 'presiden', 'semangat', 'semangat']",,semoga sehat terus mas sehat jadi nanti bisa menghadiri pelantikan prabowo sebagai presiden semangat semangat,"I hope you stay healthy, bro, so you can attend Prabowo's inauguration as president",0.5,0.5,positif,1
 Prabowo pas Jokowi menang hitung cepat langsung terima hasil bhkan meminta para pendukungnya yg demo untuk bubar 2x juga datang langsung ke pelantikan Jokowi jdi presiden.\, prabowo pas jokowi menang hitung cepat langsung terima hasil bhkan meminta para pendukungnya yg demo untuk bubar 2x juga datang langsung ke pelantikan jokowi jdi presiden.\,prabowo pas jokowi menang hitung cepat langsung terima hasil bhkan meminta para pendukungnya yg demo untuk bubar x juga datang langsung ke pelantikan jokowi jdi presiden,"['prabowo', 'pas', 'jokowi', 'menang', 'hitung', 'cepat', 'langsung', 'terima', 'hasil', 'bhkan', 'meminta', 'para', 'pendukungnya', 'yg', 'demo', 'untuk', 'bubar', 'x', 'juga', 'datang', 'langsung', 'ke', 'pelantikan', 'jokowi', 'jdi', 'presiden']","['prabowo', 'pas', 'jokowi', 'menang', 'hitung', 'cepat', 'langsung', 'terima', 'hasil', 'bhkan', 'meminta', 'para', 'pendukungnya', 'yg', 'demo', 'untuk', 'bubar', 'x', 'juga', 'datang', 'langsung', 'ke', 'pelantikan', 'jokowi', 'jdi', 'presiden']",,prabowo pas jokowi menang hitung cepat langsung terima hasil bhkan meminta para pendukungnya yg demo untuk bubar x juga datang langsung ke pelantikan jokowi jdi presiden,"Prabowo, when Jokowi won, the quick count immediately received the results and even asked his supporters who were demonstrating to disperse, x also came directly to Jokowi's inauguration as president",0.45,0.21666666666666667,positif,1
@prabowogibran2 @prabowo @gibran_tweet proses dan prosudur sudah terlampaui hingga pengumuman satu langkah lagi pelantikan selamat bapak presiden dan wakil presiden atas kemenang kubu 02 ,@prabowogibran2 @prabowo @gibran_tweet proses dan prosudur sudah terlampaui hingga pengumuman satu langkah lagi pelantikan selamat bapak presiden dan wakil presiden atas kemenang kubu 02 ,proses dan prosudur sudah terlampaui hingga pengumuman satu langkah lagi pelantikan selamat bapak presiden dan wakil presiden atas kemenang kubu,"['proses', 'dan', 'prosudur', 'sudah', 'terlampaui', 'hingga', 'pengumuman', 'satu', 'langkah', 'lagi', 'pelantikan', 'selamat', 'bapak', 'presiden', 'dan', 'wakil', 'presiden', 'atas', 'kemenang', 'kubu']","['proses', 'dan', 'prosudur', 'sudah', 'terlampaui', 'hingga', 'pengumuman', 'satu', 'langkah', 'lagi', 'pelantikan', 'selamat', 'bapak', 'presiden', 'dan', 'wakil', 'presiden', 'atas', 'kemenang', 'kubu']",,proses dan prosudur sudah terlampaui hingga pengumuman satu langkah lagi pelantikan selamat bapak presiden dan wakil presiden atas kemenang kubu,"the process and procedures have been completed until the announcement of one more step in the inauguration, congratulations to the president and vice president on the victory of the camp",0.5,0.5,positif,1
 @ganjarpranowo semoga pak ganjar sehat selalu agar bisa menyaksikan pelantikan pak Prabowo presiden RI nnti , @ganjarpranowo semoga pak ganjar sehat selalu agar bisa menyaksikan pelantikan pak prabowo presiden ri nnti ,semoga pak ganjar sehat selalu agar bisa menyaksikan pelantikan pak prabowo presiden ri nnti,"['semoga', 'pak', 'ganjar', 'sehat', 'selalu', 'agar', 'bisa', 'menyaksikan', 'pelantikan', 'pak', 'prabowo', 'presiden', 'ri', 'nnti']","['semoga', 'pak', 'ganjar', 'sehat', 'selalu', 'agar', 'bisa', 'menyaksikan', 'pelantikan', 'pak', 'prabowo', 'presiden', 'ri', 'nnti']",,semoga pak ganjar sehat selalu agar bisa menyaksikan pelantikan pak prabowo presiden ri nnti,"I hope Mr Gangar is always healthy so he can witness the inauguration of Mr Prabowo, President of the Republic of Indonesia later",0.25,0.25,positif,1
 @ARSIPAJA astaga Katanya dah menang. Kan tinggal nunggu pelantikan. Katanya mo rangkul semua pihak. Tapi pendendam kyknya ini @prabowo Btw Bapak kok gk mundur dari posisi Menhan? Bukannya dah yakin menang. Dan sdh pasti jadi Presiden? , @arsipaja astaga katanya dah menang. kan tinggal nunggu pelantikan. katanya mo rangkul semua pihak. tapi pendendam kyknya ini @prabowo btw bapak kok gk mundur dari posisi menhan? bukannya dah yakin menang. dan sdh pasti jadi presiden? ,astaga katanya dah menang kan tinggal nunggu pelantikan katanya mo rangkul semua pihak tapi pendendam kyknya ini btw bapak kok gk mundur dari posisi menhan? bukannya dah yakin menang dan sdh pasti jadi presiden?,"['astaga', 'katanya', 'dah', 'menang', 'kan', 'tinggal', 'nunggu', 'pelantikan', 'katanya', 'mo', 'rangkul', 'semua', 'pihak', 'tapi', 'pendendam', 'kyknya', 'ini', 'btw', 'bapak', 'kok', 'gk', 'mundur', 'dari', 'posisi', 'menhan', '?', 'bukannya', 'dah', 'yakin', 'menang', 'dan', 'sdh', 'pasti', 'jadi', 'presiden', '?']","['astaga', 'katanya', 'dah', 'menang', 'kan', 'tinggal', 'nunggu', 'pelantikan', 'katanya', 'mo', 'rangkul', 'semua', 'pihak', 'tapi', 'pendendam', 'kyknya', 'ini', 'btw', 'bapak', 'kok', 'gk', 'mundur', 'dari', 'posisi', 'menhan', '?', 'bukannya', 'dah', 'yakin', 'menang', 'dan', 'sdh', 'pasti', 'jadi', 'presiden', '?']",,astaga katanya dah menang kan tinggal nunggu pelantikan katanya mo rangkul semua pihak tapi pendendam kyknya ini btw bapak kok gk mundur dari posisi menhan ? bukannya dah yakin menang dan sdh pasti jadi presiden ?,"Gosh, he said he had won, he just had to wait for the inauguration, he said, please embrace all parties, but he seems vengeful, btw, why don't you step down from the position of defense minister? Aren't you sure you'll win and will definitely become president?",0.5194444444444445,0.2861111111111111,positif,1
 @si_SpongeBob @idextratime Lu kenapa? Berarti lu juga bilang prabowo 2014 2019 memecah belah negara? Ini hak konstitusi nya ya bebas aja dia mau gugat Lagipun pelantikan presiden masih oktober kek mana mau dicepetin, @si_spongebob @idextratime lu kenapa? berarti lu juga bilang prabowo 2014 2019 memecah belah negara? ini hak konstitusi nya ya bebas aja dia mau gugat lagipun pelantikan presiden masih oktober kek mana mau dicepetin,lu kenapa? berarti lu juga bilang prabowo memecah belah negara? ini hak konstitusi nya ya bebas aja dia mau gugat lagipun pelantikan presiden masih oktober kek mana mau dicepetin,"['lu', 'kenapa', '?', 'berarti', 'lu', 'juga', 'bilang', 'prabowo', 'memecah', 'belah', 'negara', '?', 'ini', 'hak', 'konstitusi', 'nya', 'ya', 'bebas', 'aja', 'dia', 'mau', 'gugat', 'lagipun', 'pelantikan', 'presiden', 'masih', 'oktober', 'kek', 'mana', 'mau', 'dicepetin']","['lu', 'kenapa', '?', 'berarti', 'lu', 'juga', 'bilang', 'prabowo', 'memecah', 'belah', 'negara', '?', 'ini', 'hak', 'konstitusi', 'nya', 'ya', 'bebas', 'aja', 'dia', 'mau', 'gugat', 'lagipun', 'pelantikan', 'presiden', 'masih', 'oktober', 'kek', 'mana', 'mau', 'dicepetin']",,lu kenapa ? berarti lu juga bilang prabowo memecah belah negara ? ini hak konstitusi nya ya bebas aja dia mau gugat lagipun pelantikan presiden masih oktober kek mana mau dicepetin,"why are you Does that mean you also said Prabowo divided the country? this is his constitutional right, he is free to sue, after all, the appointment of the president is still in October, so how do you want to speed it up?",0.6744047619047618,0.1244047619047619,positif,1
 @PartaiSocmed Hallo  @elonmusk mohon dibantu untuk aplikasi X nanti saat pelantikan pak @prabowo sebagai presiden republik Indonesia dan pak @gibran_tweet sebagai wakil presiden republik Indonesia fungsi repost di X bisa dimodifikasi s, @partaisocmed hallo  @elonmusk mohon dibantu untuk aplikasi x nanti saat pelantikan pak @prabowo sebagai presiden republik indonesia dan pak @gibran_tweet sebagai wakil presiden republik indonesia fungsi repost di x bisa dimodifikasi s,hallo mohon dibantu untuk aplikasi nanti saat pelantikan pak sebagai presiden republik indonesia dan pak sebagai wakil presiden republik indonesia fungsi repost di bisa dimodifikasi,"['hallo', 'mohon', 'dibantu', 'untuk', 'aplikasi', 'nanti', 'saat', 'pelantikan', 'pak', 'sebagai', 'presiden', 'republik', 'indonesia', 'dan', 'pak', 'sebagai', 'wakil', 'presiden', 'republik', 'indonesia', 'fungsi', 'repost', 'di', 'bisa', 'dimodifikasi']","['hallo', 'mohon', 'dibantu', 'untuk', 'aplikasi', 'nanti', 'saat', 'pelantikan', 'pak', 'sebagai', 'presiden', 'republik', 'indonesia', 'dan', 'pak', 'sebagai', 'wakil', 'presiden', 'republik', 'indonesia', 'fungsi', 'repost', 'di', 'bisa', 'dimodifikasi']",,hallo mohon dibantu untuk aplikasi nanti saat pelantikan pak sebagai presiden republik indonesia dan pak sebagai wakil presiden republik indonesia fungsi repost di bisa dimodifikasi,"Hello, please help with the application later during your inauguration as President of the Republic of Indonesia and Sir as Vice President of the Republic of Indonesia. The repost function can be modified.",0.0,0.0,netral,2
